PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
a7kBa,8/1p3k2/5BR1/7p/5K2/Pr6/8/8 w - - 1 58,f4g5 b3g3 g5h5 g3g6,941,94,95,2806,crushing endgame short,https://lichess.org/hyvN5fbW#115,
a7kC9,r3k1nr/5pp1/pppqp1p1/2p5/4P1P1/2NP3P/PPP1QP2/R3K2R b KQkq - 1 14,g8f6 e4e5 d6d4 e5f6,1107,80,93,67,advantage fork middlegame short,https://lichess.org/9PPcDN5T/black#28,Sicilian_Defense Sicilian_Defense_Closed
a7kFV,r1bqk1nr/pp1p1pbp/2n1p1p1/2P5/2B1P3/5N2/PPP2PPP/RNBQK2R w KQkq - 1 6,c4b5 d8a5 b1c3 g7c3 b2c3 a5b5,1565,73,95,26714,advantage fork long opening,https://lichess.org/vAHJZeEY#11,Sicilian_Defense Sicilian_Defense_Hyperaccelerated_Dragon
a7kIp,6rk/pp4qp/2pPpp1r/P4p2/4PP2/2Q2P1B/1P5K/R2R4 w - - 1 33,d1g1 h6h3 h2h3 g7h6,1256,76,87,486,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/kk98fgfx#65,
a7kQV,2kr2r1/2p2p2/p1pp2q1/4p2p/1PPbP3/P2P2P1/3NbP1N/1R2QRK1 w - - 1 22,e1e2 g6g3 g1h1 g3g2,1169,77,92,876,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/tmSi9Wyz#43,
a7kTo,8/5p2/p3k1p1/1p6/2p2P2/P1P5/1P4PK/8 w - - 1 38,g2g4 e6d5 h2g3 d5e4,1903,75,85,396,crushing endgame pawnEndgame short,https://lichess.org/oiGKAFTk#75,
a7kd6,5r2/pp3pkp/1qp1P1p1/8/3rP3/2QB3P/bPP3P1/1R3R1K w - - 1 22,f1f7 f8f7 e6e7 f7e7,1425,134,33,10,crushing middlegame short,https://lichess.org/IAamTqny#43,
a7keP,r1bq1rk1/pp1n1pbp/2p3p1/8/1P2p3/2BP1NP1/P3PPBP/1R1Q1RK1 w - - 0 13,c3g7 e4f3 g7f8 f3g2,1700,338,-75,2,advancedPawn advantage middlegame short,https://lichess.org/poHFA39y#25,English_Opening English_Opening_Anglo-Indian_Defense
a7kh3,3r4/2RP4/p2Bpk2/P1Kb4/8/7p/8/8 b - - 1 46,d5g2 d6g3 f6f5 c5d6,2020,177,88,7,crushing endgame master masterVsMaster quietMove short,https://lichess.org/BlDdqcYQ/black#92,
a7kjv,r1b2r2/ppp2kpQ/3p1q2/6p1/3n1P2/2P5/P1B3PP/R1B2RK1 w - - 0 18,f4g5 d4e2 g1h1 f6f1,1373,155,100,14,deflection kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Xd2vCcBo#35,Italian_Game Italian_Game_Classical_Variation
a7ko8,2r2k2/1pq2p2/p4N2/5b2/1b3P2/6P1/PP2Q2P/1K1R2NR w - - 1 32,b1a1 c7c1 d1c1 c8c1,706,93,65,93,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/YWTV258E#63,
a7koe,rnbqk2r/p4ppp/4p3/1p2N3/2pPn3/2B2Q2/1P3PPP/R3KB1R b KQkq - 1 11,c8b7 f3f7,675,83,89,101,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/f68JoRkV/black#22,Semi-Slav_Defense Semi-Slav_Defense_Noteboom_Variation
a7kp4,3r4/p4kpp/8/2p5/4pPn1/1P6/PB4PP/4R1K1 w - - 2 32,e1e4 d8d1 e4e1 d1e1,534,101,88,479,endgame mate mateIn2 short,https://lichess.org/BsmTZCzk#63,
a7krL,r2qk2r/pb2ppbp/1p3np1/2pPp3/2P1P3/2N2B2/PP2NPPP/R2Q1RK1 b kq - 1 11,b7a6 d1a4 d8d7 a4a6,1252,75,95,6961,advantage fork middlegame short,https://lichess.org/C95l3MFx/black#22,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
a7kww,4r2k/2p3pp/1pPp2q1/p7/1P2r2b/P2QB1P1/4PPK1/2RR4 b - - 0 31,e4e3 d3g6 h7g6 f2e3,1473,75,88,189,advantage intermezzo middlegame short,https://lichess.org/1wWsmndq/black#62,
a7kyE,2rq1n1k/p5pp/1p3b2/6NQ/1P5P/P2p4/1B4P1/3R2K1 b - - 1 27,g7g6 h5f3 f6b2 g5f7 h8g7 f7d8,2661,88,87,287,advantage fork long master middlegame sacrifice,https://lichess.org/G9LpJFt1/black#54,
a7kzS,8/8/5R2/2r4p/4B3/1KP1b3/4k3/8 b - - 0 59,c5b5 b3c2 e3g5 e4d3 e2e3 f6e6 e3f4 d3b5,2006,75,94,4998,crushing defensiveMove endgame fork veryLong,https://lichess.org/mTkxsP3O/black#118,
a7l5x,r4rk1/5pbp/1q1p2p1/pP2p2b/1n2P1n1/1P1P1NN1/1B2BPPP/2RQR1K1 w - - 5 17,g3h5 b6f2 g1h1 g4e3 e1g1 e3d1,1660,81,74,72,crushing kingsideAttack long middlegame,https://lichess.org/uiBJinGp#33,Zukertort_Opening Zukertort_Opening_Nimzo-Larsen_Variation
a7l93,5r1k/1b2q2p/1p2p3/p1p1b2B/P1P1ppQ1/1P2P3/6RP/6RK b - - 1 30,f4f3 g4g8 f8g8 g2g8,995,83,95,676,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/V5TwUARg/black#60,
a7lHI,8/1p3R2/pkp5/3p4/6K1/2P5/PP3R2/7r w - - 5 48,f7g7 h1g1 g4f4 g1g7,1296,395,100,14,endgame equality rookEndgame short skewer,https://lichess.org/4p0yEnxo#95,
a7lHe,8/K7/8/6p1/2Bk1pP1/2p1pP2/2P5/8 w - - 1 76,c4d3 e3e2 d3e2 d4e3 e2c4 e3f3 c4e6 f3g3,2436,124,100,10,advancedPawn bishopEndgame crushing endgame veryLong,https://lichess.org/bqeb01G2#151,
a7lIN,2b4r/pr4kp/1p4p1/3p1p2/7R/5NQ1/PqP3PP/4R1K1 b - - 0 29,b7f7 f3g5 f7b7 c2c3 b2b5 g3e5,2592,83,77,57,advantage long middlegame quietMove,https://lichess.org/TaVZC5xj/black#58,
a7lNP,2r3k1/4qppp/p3p3/1p1nP3/2n1N3/1Q3N1P/PP3PP1/2R3K1 w - - 0 22,e4d6 c4d6 c1c8 d6c8,1651,74,84,161,crushing middlegame short,https://lichess.org/mgX5kI1n#43,
a7lPU,rn1q1rk1/pp2bppp/8/2p1P3/2Pp2b1/4BN2/PP2BPPP/R2Q1RK1 w - - 0 12,f3d4 c5d4 e2g4 d4e3,1784,75,82,108,crushing master opening short,https://lichess.org/Bh0ID8Dv#23,Pirc_Defense Pirc_Defense_Other_variations
a7lRP,4r1k1/7p/6pB/1p2QB2/2pb4/7P/1P2r1P1/5R1K b - - 0 36,e8e5 f5e6 e5e6 f1f8,850,90,86,187,clearance endgame mate mateIn2 sacrifice short,https://lichess.org/lyA8wymK/black#72,
a7lRQ,8/p6p/5nk1/3q1p2/1P3Qp1/P2KP1P1/3R3P/8 w - - 25 51,d3c3 f6e4 f4e4 d5e4,994,80,91,197,crushing endgame fork short,https://lichess.org/vDDKZtJH#101,
a7lU4,r5k1/5pp1/p1Np1n1p/1pqPp3/4r3/2PQPR1P/1P4P1/R5K1 b - - 3 26,g8f8 f3f6 c5e3 d3e3,1241,76,85,1031,crushing middlegame short,https://lichess.org/o5b16m9F/black#52,
a7lVD,r1bq1rk1/b1p1nppp/3p1n2/1B2p3/4P3/2PP1N1P/1P1N1PP1/R1BQ1RK1 w - - 1 12,f1e1 a7f2 g1f2 a8a1,1573,83,85,51,advantage discoveredAttack opening short,https://lichess.org/rSqadN3D#23,Italian_Game Italian_Game_Classical_Variation
a7lY7,8/ppp2r2/3p2p1/3P2k1/2P1R1P1/1PK5/P7/8 w - - 3 38,c3d4 f7f4 d4e3 f4e4,1593,74,86,676,crushing endgame rookEndgame short,https://lichess.org/GpZXs5Qs#75,
a7lZr,3r2k1/4p2p/p3p3/1p6/2q1BQ2/P1N4P/1PP2bP1/6K1 w - - 0 27,g1f2 d8f8 e4h7 g8g7 f4f8 g7f8,1763,75,93,3116,advantage defensiveMove endgame long pin,https://lichess.org/hFxNlYLW#53,
a7leg,r1b2rk1/2q1p3/p6p/1p1P4/2n1PppP/2Q2N2/PP4P1/1K1R1B1R w - - 0 23,f3e5 c7e5 f1c4 e5c3,1574,74,93,1802,crushing middlegame short,https://lichess.org/MGuQXGTv#45,
a7lgb,5rk1/1p1Q1pp1/p3p2p/3pP3/3P1P2/4n2P/1r2N1P1/R5K1 w - - 1 28,e2g3 b2g2 g1h1 g2g3,990,83,92,349,crushing endgame fork short,https://lichess.org/sOfVbU9m#55,
a7lkv,5rk1/1pQ5/p4n1p/4p1p1/4N3/2P1P1R1/PP4PK/5q2 w - - 3 31,g3f3 f6g4 h2g3 f1e1 e4f2 f8f3,2292,80,90,1553,advantage endgame long pin,https://lichess.org/EJsyyawb#61,
a7lql,8/8/5p2/1kp1p1p1/1p2P1Pp/1P1K1P2/P5P1/8 b - - 0 38,b5c6 d3c4 h4h3 g2h3 c6d6 c4b5,1222,75,100,665,endgame,https://lichess.org/qsZYYLCR/black#76,
a7ls6,r2qkbnr/pp2pppp/2n5/3p4/3P2b1/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 4 6,c6d4 f3d4 g4d1 d3b5,1782,87,68,24,advantage opening sacrifice short,https://lichess.org/q9FxlDD0/black#12,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
a7lsV,r2qr2k/1p1nbppP/p2p4/7P/4Pp2/1PN2P2/PP1Q4/2KR1B1R w - - 0 19,d2f4 e7g5 f4g5 d8g5,942,88,93,889,crushing middlegame pin short,https://lichess.org/FvRYfvZl#37,Sicilian_Defense Sicilian_Defense_Other_variations
a7lvT,3QRn1k/p5pp/bp6/3B4/3q4/8/P5PP/R5K1 w - - 4 28,g1h1 d4a1 e8e1 a1e1,827,96,94,1004,backRankMate hangingPiece mate mateIn2 middlegame short,https://lichess.org/0g8hxemz#55,
a7lxG,5q2/2Q5/3pBk2/1p1P1P2/nPp1P1p1/P1b2N2/2P1K3/8 w - - 0 37,f3h4 f8h6 c7d8 f6e5 d8h8 h6h8 h4g6 e5e4,1932,94,84,24,crushing endgame veryLong,https://lichess.org/tMRNe5XK#73,
a7m3d,r2q1rk1/2p1bpp1/p2pn2p/1p2P3/5P2/3Q4/PPBN1P2/R1B2RK1 b - - 0 20,e6f4 d3h7,958,131,100,20,mate mateIn1 oneMove opening,https://lichess.org/i1PAP56Y/black#40,
a7m4r,r1b2r1k/2p4p/1pp1p3/4P3/1Q6/8/PP3PPP/R1Bq1K1R w - - 1 17,b4e1 c8a6 f1g1 d1e1,1341,75,93,1607,deflection mate mateIn2 middlegame short,https://lichess.org/w5pChg1W#33,French_Defense French_Defense_Tarrasch_Variation
a7m9l,2r2r2/5pk1/pqn1b1pp/1p1pPp2/3P1P2/P1N2N2/1P4PP/2RQR1K1 w - - 2 21,d1b3 c6d4 f3d4 b6d4,945,89,89,251,crushing middlegame short,https://lichess.org/tNjxR4Da#41,
a7mBJ,r1bq1rk1/p4p1p/1p3bp1/2nPP3/3N1B2/2P2Q2/P5PP/R4RK1 b - - 2 23,f6g5 d4c6 c8g4 f3g4 d8d5 c6b4 d5c4 g4g5,2336,90,87,212,advantage middlegame veryLong,https://lichess.org/mBsZkBcp/black#46,
a7mCe,2k5/p1p3r1/1p2P3/5P2/8/5QP1/1PP3K1/q7 b - - 0 33,a1b2 f3a8,999,76,94,808,endgame mate mateIn1 oneMove,https://lichess.org/SVxd7qWG/black#66,
a7mE1,2k1rr2/p1p5/1p2p1Qp/8/3q4/8/PPP2PPP/R3R1K1 w - - 0 24,e1e6 d4f2 g1h1 f2f1 a1f1 f8f1,1295,76,79,278,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/YjvTucCB#47,
a7mJl,2rRk3/5p1r/p1p1bBpp/2p5/4P3/P7/1PP2PPP/3R2K1 b - - 3 21,c8d8 d1d8,680,99,80,440,endgame mate mateIn1 oneMove,https://lichess.org/O9OfsrQk/black#42,
a7mT0,8/2R5/3pk2p/1P2p1p1/5qP1/6nP/1Q4P1/6K1 w - - 1 45,c7c1 f4c1 b2c1 g3e2 g1f1 e2c1,1662,76,93,992,attraction crushing endgame fork long sacrifice,https://lichess.org/YOmUonym#89,
a7mUE,r4rk1/5p1p/5qp1/pp1p1P1P/3P4/6Q1/P5P1/3R1RK1 b - - 0 25,b5b4 f5g6 f6g7 f1f7 f8f7 g6f7,2426,94,90,1054,advancedPawn crushing discoveredAttack endgame long pin,https://lichess.org/kIgl1aME/black#50,
a7mWg,8/8/1pp1k3/p4p2/P1PK1R1p/1P4rP/6P1/8 w - - 3 46,f4h4 c6c5,1190,76,87,260,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/9YLcIkoj#91,
a7mcd,5r2/1r2b2k/pn1pQp2/1p3R2/1P2P1q1/2PP4/6B1/4B1K1 b - - 0 37,f8g8 e6f7 g8g7 f5h5 g4h5 f7h5,1493,77,76,52,advantage exposedKing long middlegame,https://lichess.org/2dhCMxTM/black#74,
a7me7,4r1k1/pp3pp1/1b4Qp/3B4/4nP2/1N4Pb/PP5P/R5K1 w - - 1 23,g1h1 e4f2 h1g1 f2d1 g6b6 e8e1,2269,77,94,8478,discoveredAttack kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/am41xiZ6#45,
a7met,3R4/6pp/1PK1k3/8/2P2p2/4p3/7P/1r6 b - - 1 46,f4f3 d8e8 e6f5 e8e3,1405,82,82,53,crushing endgame master rookEndgame short skewer,https://lichess.org/H16HErfF/black#92,
a7mfV,1n3r2/3n1p1k/p5q1/1p1B4/3P1Q2/1P4RP/5PPK/r7 b - - 5 32,g6h6 d5e4 f7f5 e4f5 f8f5 f4f5,1396,74,94,14916,crushing exposedKing long middlegame,https://lichess.org/VgmjduLR/black#64,
a7mgy,r2qk2r/1p3ppp/p1bb4/2p3N1/4n3/2P5/PP3PPP/RNBQR1K1 b kq - 1 11,d6h2 g1h2 d8d1 e1d1,662,93,86,459,advantage hangingPiece opening pin short,https://lichess.org/uM6ZxzWJ/black#22,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack
a7mqc,r1bq1rk1/ppb2ppp/5n2/4n1N1/2p5/2P2N2/PPB2PPP/R1BQ1RK1 w - - 2 14,c1f4 d8d1 f1d1 e5f3 g5f3 c7f4,2071,76,85,77,crushing discoveredAttack kingsideAttack long opening,https://lichess.org/nFxUwVKE#27,Queens_Pawn_Game Queens_Pawn_Game_Colle_System
a7mtE,5rk1/5q2/p3Q3/2pPB1P1/p1P1p3/8/1b3P2/3K3R b - - 9 37,f7e6 h1h8 g8f7 d5e6,1844,75,92,2043,advantage endgame intermezzo short,https://lichess.org/d6IA1ExV/black#74,
a7mu2,2rq1n2/5kpp/p3p3/1bppP3/P2P4/1P4Q1/6PP/R2R3K b - - 0 26,b5e2 g3f2 f7g8 f2e2,1144,75,93,4808,advantage fork middlegame short,https://lichess.org/hY46GFFf/black#52,
a7myQ,r2r4/4kp2/1p2p2p/6p1/QpPq4/6PP/6PK/3R1R2 w - - 0 28,a4a8 d4d1 a8b7 d8d7 f1d1 d7b7,1879,316,-100,7,crushing endgame long,https://lichess.org/BGMePY8w#55,
a7n1m,8/p4p2/4k3/2p1P2P/5K2/P1N5/6b1/8 b - - 0 42,f7f6 h5h6 e6f7 e5e6,2202,78,86,1103,crushing endgame master short,https://lichess.org/Nj2REDAn/black#84,
a7n1n,1r6/1p2p1k1/p2p3p/2pPnQ1B/2P1P3/2P5/q5P1/5RK1 b - - 3 27,a2c4 f5e6 c4e4 f1f7 e5f7 e6e4,2225,88,76,37,advantage clearance endgame long,https://lichess.org/HtYAAnEC/black#54,
a7n8y,8/5p2/4p3/p2kP1r1/8/P3R1P1/5K2/8 w - - 6 44,e3f3 g5f5 f3f5 e6f5,1664,74,90,1476,crushing endgame rookEndgame short,https://lichess.org/lGqTzdil#87,
a7nFi,1k2n3/bpq3p1/p5p1/8/PPPp4/3B2PP/3B1P2/R5K1 b - - 0 25,e8f6 d2f4 c7f4 g3f4,1024,80,87,83,advantage endgame master pin short,https://lichess.org/CkjKm5Wk/black#50,
a7nG1,4r2k/5R1p/p3Np2/3B4/1P1P4/2bb4/6PP/3K4 w - - 3 41,e6f4 e8e1,981,78,90,160,endgame master mate mateIn1 oneMove,https://lichess.org/O1ZDg90d#81,
a7nHb,5r1k/b4pp1/p1N5/1p1Q4/3p1nq1/PB1P2N1/1PP2P1P/R4R1K w - - 3 27,d5f5 g4f3 h1g1 f3g2,1752,75,84,557,fork mate mateIn2 middlegame short,https://lichess.org/9mMEsN1c#53,
a7nLe,4k1r1/p2q4/4pQ2/3pP2p/3N2r1/6P1/PP3P1P/2R3K1 b - - 2 31,g8f8 f6e6 d7e6 d4e6,1583,75,83,743,advantage endgame short,https://lichess.org/EmCx9GeQ/black#62,
a7nLz,2r2r2/3k4/1p6/pP1Q4/P2P2p1/6b1/1P2K1Pq/R3R3 b - - 0 39,d7c7 e1h1 f8e8 e2d3,2419,95,90,493,advantage defensiveMove middlegame short,https://lichess.org/yHBvCxG4/black#78,
a7nMw,8/8/1n3R2/4q1pk/8/5KN1/8/8 b - - 3 63,h5h4 f6h6,1245,269,69,11,endgame master mate mateIn1 oneMove,https://lichess.org/eF5X7Vif/black#126,
a7nQy,r6k/2q2ppp/1p3P2/2p3P1/2P2bNP/1PQ5/3RK1b1/1r6 b - - 0 35,f4d2 f6g7 h8g8 g4h6,1564,74,93,2194,advancedPawn mate mateIn2 middlegame short,https://lichess.org/f1urE5je/black#70,
a7nUI,r4k1r/p1q2p1p/2n5/3P2Q1/4p3/8/PB2PP2/R3K3 b Q - 0 22,c7a5 e1f1 h8g8 g5h6,1717,79,82,46,crushing defensiveMove middlegame short,https://lichess.org/aXHivZxH/black#44,
a7nWk,r3n1k1/3q2r1/pBRp4/P2Pp3/1N2Pp1p/5Pb1/4Q1B1/2R2K2 w - - 0 40,c6c7 e8c7 c1c7 d7a4 c7g7 g8g7,2312,89,90,761,advantage long master middlegame,https://lichess.org/mLB7X0xh#79,
a7nXi,r5k1/p2R4/1p2pq1p/6pQ/7P/P4bP1/1P3P2/5RK1 w - - 1 27,h5f7 f6f7 d7f7 g8f7,663,99,80,124,crushing endgame short,https://lichess.org/0WE7S1hy#53,
a7ncF,8/8/4R3/1NpP1k1K/p1P5/1r6/8/8 w - - 0 54,e6a6 b3h3,854,100,88,627,endgame master mate mateIn1 oneMove,https://lichess.org/WX7YOmiU#107,
a7ncn,1r3rk1/ppp2p1p/3p2p1/3P4/b3P3/2b2P1P/P2B1P2/1RK2BR1 b - - 7 20,c3d4 b1b4 d4f2 g1g2,1602,74,98,1214,advantage fork master middlegame short,https://lichess.org/XpppVz3f/black#40,
a7ne1,r7/p3RR2/1p4pk/2p5/8/3b2K1/Pr3PP1/8 b - - 1 37,d3f5 f7h7 h6g5 f2f4 g5f6 h7f7,1187,77,97,13656,endgame long mate mateIn3,https://lichess.org/ina6TbMu/black#74,
a7nf6,1r6/5P1R/2pbk3/N2p4/3P4/P2PBR2/6r1/1K6 w - - 1 39,b1c1 d6a3 c1d1 b8b1 e3c1 b1c1,1046,124,83,14,exposedKing long mate mateIn3 middlegame,https://lichess.org/3ICnsAQl#77,
a7ng3,8/8/1p4k1/p1p3n1/3q1BQ1/2K3PP/PP6/8 w - - 10 45,c3b3 d4d3 b3a4 d3c4 a4a3 c4b4,2093,75,95,7569,endgame exposedKing long mate mateIn3,https://lichess.org/4hAvKode#89,
a7noq,4n3/ppkq2p1/4p1P1/8/2pPQ1P1/8/PPP1KRPr/8 b - - 0 35,e8f6 e4e5 d7d6 f2f6 g7f6 e5d6 c7d6 g6g7,2593,89,90,1304,advancedPawn advantage endgame fork sacrifice veryLong,https://lichess.org/1qGtt64O/black#70,
a7npF,r2q1r2/pb1nbkp1/1p2pp2/2ppP2Q/5P2/2P1P2R/PP1N2PP/R1B3K1 b - - 7 18,g7g6 h5h7 f7e8 h7g6 f8f7 h3h7 d7f8 g6f7,2142,77,92,616,advantage attackingF2F7 deflection middlegame veryLong,https://lichess.org/eIzHWVbx/black#36,Yusupov-Rubinstein_System Yusupov-Rubinstein_System_Other_variations
a7nqK,1n2rk2/2P1np2/p2R4/7p/P1P5/6Pb/7P/4R1K1 w - - 1 31,e1e7 f8e7 c7b8q e8b8,1786,75,70,144,advantage endgame short,https://lichess.org/CzegW0nZ#61,
a7nqo,8/8/2p2k1p/p1K2pp1/2P2P2/P3P2P/8/8 w - - 0 37,c5c6 g5g4 h3g4 f5g4 c6d7 g4g3,1429,77,89,377,crushing endgame long pawnEndgame,https://lichess.org/z6OsWt3V#73,
a7nsr,2r1k2r/pp2ppb1/7p/2nPP3/R7/4BN2/PP3PP1/R3K3 w Qk - 1 18,a1c1 c5d3 e1d2 d3c1,932,95,93,2071,advantage fork middlegame short,https://lichess.org/H9OUUyMI#35,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
a7nzG,5r1k/p1pR3p/1p2Q1p1/4p3/8/2P3bP/P4qP1/3R3K w - - 4 36,e6e7 f2f1 d1f1 f8f1,830,91,94,181,endgame mate mateIn2 sacrifice short,https://lichess.org/i5kGdj3h#71,
a7o0o,3k4/1R6/1P2K3/3pP3/8/p7/3r4/8 b - - 0 67,a3a2 b7b8,1503,81,88,1805,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/jWZ50jWu/black#134,
a7o1p,r1b1k2r/pp3ppp/3qpn2/8/8/2PB1N2/PP1Q1PPP/1R3RK1 b kq - 1 14,e8g8 d3h7 f6h7 d2d6,938,76,98,810,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/t1QMgJg3/black#28,Caro-Kann_Defense Caro-Kann_Defense_Karpov_Variation
a7o4i,8/8/p1p2kpp/1p6/1P1PK3/7P/P4P2/8 w - - 0 32,d4d5 c6d5 e4d5 f6f5,1509,76,43,59,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/OByJoqpD#63,
a7o5X,4r1Qk/1pp3pp/3p3N/p7/P1P5/2P2p2/2P2P1q/3K2R1 b - - 10 35,e8g8 h6f7,947,76,98,1322,endgame master mate mateIn1 oneMove smotheredMate,https://lichess.org/rj14VOqV/black#70,
a7o7S,6k1/8/8/2N1b1N1/r1P3p1/7P/1P3PP1/6K1 w - - 1 40,h3g4 a4a1,1147,124,83,26,endgame mate mateIn1 oneMove,https://lichess.org/cZ9QfAOz#79,
a7o8h,rnbk1br1/ppN5/3P1p2/3Pp2q/1P6/3Q1Np1/P5P1/R1B1RBK1 w - - 4 24,c7a8 g8h8 f3h4 h5h4 d3g3 h4g3,1915,75,86,343,crushing long middlegame quietMove,https://lichess.org/DrPaj83Q#47,
a7oDX,1N4r1/P1k5/7p/1K1Pp3/8/8/8/8 w - - 3 59,a7a8q g8b8 a8b8 c7b8,760,78,100,119,crushing endgame fork short,https://lichess.org/cSIEnF8R#117,
a7oFT,r2r3k/pp3p2/2qB4/2p1PQ2/8/8/PPP2P1P/R4RK1 w - - 3 27,f5f7 d8g8 f7g6 g8g6,1144,82,38,86,mate mateIn2 middlegame short,https://lichess.org/hVRP7N00#53,
a7oJj,5b2/5qpk/p1pnR2p/1p1p4/3P2Q1/2P2P2/P4PK1/2B5 w - - 8 35,c1f4 h6h5 g4h3 f7f4 h3h5 h7g8,2067,75,91,681,advantage endgame long,https://lichess.org/5BQu0TZg#69,
a7oN1,3r1rk1/pp4pp/2p5/8/1P6/2bpBqPP/P4P1K/1Q1R1R2 b - - 2 30,f3e2 b1b3 f8f7 b3c3,1304,83,85,85,advantage fork middlegame short,https://lichess.org/li3uW5ia/black#60,
a7oO3,2r1k2r/pp2bpp1/4p2p/3p1q2/3P4/P3P2P/2PB1PP1/R2QR1K1 b k - 2 16,c8c2 e3e4 d5e4 d1c2,1761,75,95,14262,crushing interference intermezzo middlegame short,https://lichess.org/hRxfdJi0/black#32,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations
a7oO4,1q4k1/6b1/p4p1p/3Pp2p/2P1P1bP/P3B3/6PR/2Q1K3 w - - 0 32,e3h6 g7h6 c1h6 b8b1 e1d2 b1b2,2234,77,91,528,crushing endgame exposedKing long,https://lichess.org/rZSoVcz0#63,
a7oOl,1rk1r3/p1pR2p1/2ppN1Qp/8/5n2/2P5/PP5P/4R1K1 b - - 0 27,f4g6 d7c7,1096,75,100,647,endgame mate mateIn1 oneMove queensideAttack,https://lichess.org/RNPaLEUn/black#54,
a7oPx,2r2q1k/p4ppp/1p2p2P/3pP1B1/2r5/1RP3Q1/P4PP1/6K1 b - - 2 27,f7f5 h6g7 h8g7 g5e7 c4g4 e7f8,2182,80,73,185,advancedPawn crushing discoveredAttack endgame kingsideAttack long,https://lichess.org/iLTr3Iwu/black#54,
a7oSa,4r1k1/pp4p1/4bp2/3p1q1p/1P1Q1NnP/P3P1P1/5PB1/2R3K1 w - - 0 27,f4e6 f5f2 g1h1 f2g3,2173,148,82,15,crushing kingsideAttack master middlegame short,https://lichess.org/7pHS5rp3#53,
a7oVw,r5k1/1p1qp3/p1p3pP/2PpPnnp/PP1P4/3R3P/4N1K1/3Q3R w - - 3 30,h1g1 f5h4 g2h1 d7f5 g1g5 f5g5,2807,94,93,1355,advantage clearance long master middlegame,https://lichess.org/R2ATGUor#59,
a7oWe,2r5/8/1R6/5R2/2kpB3/2b4P/bp4PK/8 w - - 2 49,e4d5 c4c5 b6b2 a2d5,1852,75,86,176,advantage discoveredAttack endgame short,https://lichess.org/cRN3Y3dv#97,
a7oXZ,4b3/8/3P2p1/p5k1/P3B3/1PK4p/8/8 w - - 1 49,b3b4 a5b4 c3b4 g5f4 a4a5 f4e4,2463,81,76,199,bishopEndgame crushing endgame long master,https://lichess.org/p6jEIADB#97,
a7oh4,2r2r2/1p1b2Q1/p2kp2p/3p4/1P5P/2n2P2/5P2/1BR3K1 w - - 1 34,c1c3 f8g8 g7g8 c8g8,1344,75,80,123,advantage endgame pin short,https://lichess.org/PGTPU3oG#67,
a7oil,6k1/1p3p2/2p3pp/p1n1b3/2P2q2/P1N4P/3nQ1P1/1BB4K w - - 0 30,c1d2 f4h2,952,76,66,123,master mate mateIn1 middlegame oneMove,https://lichess.org/ZrGoAX4e#59,
a7okJ,r1b1k2r/1p3ppp/p3p3/2qpPP2/2p1n1PP/2P2N2/PP6/R2QKBR1 w Qkq - 0 18,f5e6 c5f2,1264,76,89,763,mate mateIn1 middlegame oneMove,https://lichess.org/mJBcczSV#35,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
a7oqZ,3k1b2/p4p1r/1p5p/1PnP2p1/3p4/6Pq/PQ1BPP1P/R3K2R w KQ - 0 23,b2d4 f8g7 d4e3 g7a1,1604,75,88,257,advantage middlegame short skewer,https://lichess.org/mYDtHAZN#45,
a7otz,6k1/R5pp/1p2K3/2p5/P1P3Pb/6r1/8/8 b - - 4 32,g3g4 a7a8 h4d8 a8d8,521,96,96,622,endgame mate mateIn2 short,https://lichess.org/BVxsl7IX/black#64,
a7oxg,r3r1k1/pp3qn1/4b1QB/3pR3/8/2P4P/PP3PP1/4R1K1 w - - 1 24,e5e6 f7g6 e6g6 e8e1,1623,75,99,556,advantage master middlegame short,https://lichess.org/WcL3JtqV#47,
a7oy9,7k/p1qQ2pp/p4p2/4p3/P7/5P2/6PP/1R5K b - - 0 33,c7d7 b1b8 d7c8 b8c8,442,91,100,77,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/k9CbQBXa/black#66,
