PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
a7PXy,8/4k3/p1p1P1nR/2N5/2P3r1/3K3p/P7/8 w - - 0 47,d3e2 g4h4 h6h4 g6h4,2227,92,81,25,crushing endgame master short,https://lichess.org/N8nKs8r2#93,
a7PYK,4r3/Qpk2p1p/6p1/2Pp4/8/1n6/5PPP/4N1K1 w - - 1 29,g1f1 b3d2 f1g1 e8e1,954,91,94,375,backRankMate deflection endgame mate mateIn2 short,https://lichess.org/HxRyvRUv#57,
a7PaO,8/p2k3p/1p1Pr1p1/8/5K2/8/PP4PP/3R4 b - - 6 35,e6d6 d1d6 d7d6 f4g5,1023,79,94,634,crushing endgame master rookEndgame short,https://lichess.org/GNSQj1Qe/black#70,
a7Pdj,6Qk/pp1R2p1/7p/2PPp1N1/7n/2P1P2P/6PK/1q6 b - - 0 34,h8g8 d7d8,694,93,69,147,endgame mate mateIn1 oneMove,https://lichess.org/Y301xwgx/black#68,
a7PhY,2r3r1/pR3pkp/2Pp1q1p/2b1p2b/Q3P3/2P2NP1/P2NBP1P/1R4K1 w - - 7 23,f3h4 f6f2,1999,247,100,21,equality kingsideAttack middlegame oneMove,https://lichess.org/dnROJI7u#45,
a7Pn7,4r3/pp6/2p1r2k/4n1p1/8/7P/PPP1BPP1/3RR1K1 w - - 2 25,e2d3 e5f3 g2f3 e6e1 d1e1 e8e1,1147,78,90,1834,advantage discoveredAttack endgame long,https://lichess.org/Nm1T2UCK#49,
a7PrF,1qr1kb1r/pp1bnppp/4p3/1N1p4/8/P2B1Q2/1P3PPP/R1B1R1K1 b k - 3 14,a7a6 c1f4 b8f4 f3f4,1553,74,82,403,advantage opening short,https://lichess.org/dAK9jeLb/black#28,French_Defense French_Defense_Advance_Variation
a7Psd,r3k1nr/p1pp1p2/1pb1p1p1/4q2p/8/8/PPP1BB2/RN1QKR2 b Qkq - 1 16,e5b2 f2d4 b2b4 c2c3 b4d6 d4h8,1782,76,77,59,advantage defensiveMove fork long opening,https://lichess.org/E1hCXNOp/black#32,Owen_Defense Owen_Defense_Other_variations
a7Pvg,rnb1r3/pppp1kpp/8/4P3/4n2q/4Q2N/PPP2PPP/RN2R1K1 b - - 3 11,e8e5 b1d2 d7d5 d2f3,2926,112,91,1016,advantage middlegame short,https://lichess.org/fep4RThp/black#22,Bishops_Opening Bishops_Opening_Ponziani_Gambit
a7Pxn,r3kb1R/3n1pp1/p2pp3/6P1/NQ1NbP2/4B3/PPPK4/5q2 w q - 3 25,d4e6 f1g2 d2e1 f7e6,2303,83,90,293,advantage intermezzo middlegame short,https://lichess.org/ppPmXF7h#49,
a7Pzy,5r1k/2Q3pp/8/p1P5/2P5/3b2P1/P6P/6K1 w - - 1 34,g1g2 d3f1 g2g1 f1h3 c7f4 f8f4,1727,74,93,1041,crushing endgame long quietMove,https://lichess.org/De6keDow#67,
a7QAB,2rk1b1r/p4p2/2qp1p2/5QP1/8/5P2/PPP3P1/2KRR3 b - - 2 22,f6g5 f5f6 d8c7 f6h8,1223,76,90,2680,crushing fork middlegame short,https://lichess.org/U4K6bi36/black#44,
a7QF4,6k1/pp3pp1/4b3/8/4N3/1Pr1P2P/n4PP1/3BK2R b K - 0 27,c3b3 d1b3,1142,79,88,109,advantage endgame oneMove,https://lichess.org/vMq0l4kj/black#54,
a7QFE,rnbq1rk1/pp3pb1/7R/2pp3Q/8/2PBP1P1/PP1N1PP1/R3K3 b Q - 3 15,g7h6 h5h6 f7f5 h6g6,1239,77,79,212,crushing kingsideAttack middlegame short,https://lichess.org/UupWkav1/black#30,Englund_Gambit_Declined Englund_Gambit_Declined_Reversed_Alekhine
a7QMz,8/5p1p/4k1pP/p3P1P1/1p2K3/1PP5/8/8 w - - 0 57,c3b4 a5b4 e4d4 e6f5 d4d5 f5g5,1207,77,94,307,crushing endgame long pawnEndgame zugzwang,https://lichess.org/WF2hmqI2#113,
a7QOj,5R2/8/P7/4k3/5p2/2P1pPp1/1P2K1r1/8 w - - 0 44,e2d3 g2d2 d3c4 d2d7,2499,236,82,4,advantage defensiveMove endgame master rookEndgame short,https://lichess.org/nyxWL8Cr#87,
a7QRa,2rq1r1k/pp2bp1p/3p3p/4p3/2BnP3/2N3QP/PPP2PP1/2KR3R w - - 5 16,c4b3 c8c3 b2c3 d4e2 c1b2 e2g3,1603,77,93,115,advantage fork long middlegame sacrifice,https://lichess.org/4sXGnqKY#31,Sicilian_Defense Sicilian_Defense_Chekhover_Variation
a7QTG,r5k1/ppp2ppp/4r3/8/3P4/1PP2q1P/P2Q1P2/R3R1K1 w - - 0 26,e1e3 e6g6 g1f1 f3h1 f1e2 h1a1,1615,76,93,2109,crushing endgame long skewer,https://lichess.org/pNfVKARM#51,
a7QXN,8/p2R2pp/5pk1/8/PN6/1P3bP1/2P2P2/2K1r3 w - - 2 31,c1d2 e1d1 d2e3 d1d7,1290,75,88,493,advantage endgame master short skewer,https://lichess.org/TTs4JUvy#61,
a7QqV,1n1q1k2/5p2/r2p1n2/p1p3B1/1pP1r1B1/6QP/P1b2PP1/R3R1K1 b - - 2 25,e4e1 a1e1 f6e4 g5h6,2298,82,87,521,crushing middlegame short,https://lichess.org/tPmbYGla/black#50,
a7QsR,6k1/p5n1/1p4p1/2p3Np/5P1P/1P1b1N2/PQ1PqKP1/8 w - - 2 31,f2g3 g7f5 g3h2 f5e3 d2e3 e2b2,2087,76,91,1099,crushing endgame long,https://lichess.org/GH5yrbnf#61,
a7Qzj,r4rk1/ppq2pp1/4p1p1/3p2P1/3PnP1b/1BP1B2P/PP6/R2Q1RK1 b - - 2 20,e4g5 d1g4 g5e4 g4h4,2034,75,81,153,advantage middlegame short trappedPiece,https://lichess.org/uXdoLnvw/black#40,
a7R4q,7k/ppq3rp/5b2/2Pp1R2/3Pp3/4P1r1/7P/1RB2QK1 w - - 0 33,h2g3 c7g3 g1h1 g3h4 f1h3 h4h3,1583,202,-83,6,exposedKing long mate mateIn3 middlegame,https://lichess.org/u2g04Ilg#65,
a7R6q,8/pR5p/5prk/5K2/5B2/6P1/2r1q2P/8 b - - 3 37,h6h5 b7h7 g6h6 h7h6,1336,76,58,120,endgame mate mateIn2 short,https://lichess.org/M9bwDxTO/black#74,
a7R8T,2r5/2r2pkp/6p1/p1qN4/P4PP1/1P1R3P/1K1Q4/8 b - - 0 34,c7b7 d3c3 c5f8 d2d4 f7f6 c3c8 f8c8 d4f6 g7g8 d5e7 b7e7 f6e7,1821,75,84,259,clearance crushing endgame fork veryLong,https://lichess.org/zb7mzY6p/black#68,
a7RAD,r4rk1/1b3ppp/2q1p2P/p1b3P1/4P3/1P3QN1/P1P2P2/2KR3R b - - 0 25,g7g6 f3f6 c5a3 c1b1 c6c3 f6c3,1521,76,93,3333,crushing defensiveMove long middlegame,https://lichess.org/Ozf1l0r6/black#50,
a7RC0,1k6/1p1nQ1p1/p1qNp1p1/3pP3/6P1/P1P5/1P3r2/2KR4 b - - 1 29,d7e5 e7d8 b8a7 d6c8,1365,77,80,68,crushing endgame queensideAttack short,https://lichess.org/XOcGpqtz/black#58,
a7RCA,8/8/R6p/1p5k/5pp1/1PP2P2/P3rPK1/8 w - - 0 36,c3c4 g4g3 c4b5 e2f2 g2g1 f2f3 a6f6 h5g5,1979,80,93,3607,crushing deflection endgame rookEndgame veryLong,https://lichess.org/KUGqLR4s#71,
a7RCT,r5k1/p4pp1/7p/7n/1q2P3/3Q1PP1/Pr2BK1P/3R3R b - - 2 30,b2a2 d3d5 a2e2 f2e2,1843,74,91,2012,advantage fork middlegame short,https://lichess.org/uxTocWS9/black#60,
a7REN,r2qr1k1/pb2pp1p/1p1p2pB/4n2P/2BbP2P/2N5/PPPQ1P2/R3K1R1 w Q - 5 15,d2d4 e5f3 e1f1 f3d4,923,76,100,109,advantage fork middlegame short,https://lichess.org/stsT5dEt#29,Owen_Defense Owen_Defense_Other_variations
a7REd,1b6/1P3p2/P1K1b3/4k2p/8/8/8/7B b - - 0 57,f7f5 c6b6 e5f4 a6a7 b8a7 b6a7,1472,76,92,841,advancedPawn bishopEndgame crushing endgame long,https://lichess.org/iCGbZERS/black#114,
a7RGo,8/8/8/5pp1/2pKb1k1/3p2P1/PP1B4/8 w - - 6 49,d4c4 g4g3 d2g5 f5f4,1996,77,83,55,bishopEndgame crushing defensiveMove endgame short,https://lichess.org/M2luh9o7#97,
a7RHz,1k6/1p6/p2p3p/P4Kp1/3P4/7P/2P3P1/8 b - - 1 37,b8c7 f5e6 b7b6 a5b6 c7b6 e6d6,2286,94,89,588,crushing endgame long pawnEndgame,https://lichess.org/LoW6MwQz/black#74,
a7RP5,1b1k4/1K6/P7/8/2P2pp1/1P6/5p2/5B2 b - - 1 45,b8a7 c4c5 a7c5 b3b4 c5d4 b4b5 g4g3 b5b6 f4f3 a6a7 g3g2 a7a8q d8e7 a8a3,2843,103,91,848,advancedPawn bishopEndgame crushing endgame exposedKing master promotion quietMove veryLong,https://lichess.org/nOcLqSGg/black#90,
a7RZR,1r2b3/pBp1Rp1p/7k/6p1/2P5/1P4P1/P6P/7K w - - 7 28,e7c7 b8b7 c7b7 e8c6 h1g1 c6b7,1184,78,87,662,advantage attraction endgame fork long sacrifice,https://lichess.org/5NksKfOs#55,
a7RaB,1k1r4/pp2pB2/4P2p/6p1/P7/1PR4P/2nr4/2R2K2 b - - 4 30,d2d1 c1d1 d8d1 f1e2 d1h1 c3c2,933,77,92,1045,crushing endgame long,https://lichess.org/PRuMA8cn/black#60,
a7Rd6,8/1p2p1kp/1N4p1/2pP3r/4n3/1P1bPr2/P2P2PP/R1R3K1 w - - 0 21,g2f3 h5g5 g1h1 e4f2,1006,77,100,236,endgame,https://lichess.org/2C5Rkpxo#41,
a7RfU,2kr2r1/pp3b2/4N3/1n1pQ3/2qPp2P/P3K1B1/3R1P2/7R b - - 3 28,f7e6 e5e6 d8d7 e6g8,1096,76,98,1899,crushing deflection middlegame short,https://lichess.org/ixIav0GW/black#56,
a7Rgd,r1bk3r/p7/3P4/2p2q2/5n2/2N1Q3/PP3P1P/2KR2R1 b - - 0 23,c8d7 e3e7 d8c8 g1g5 f4g6 e7e3 f5f4 g5g6 f4e3 f2e3,2749,117,91,1548,advantage master middlegame veryLong,https://lichess.org/W046ZpqN/black#46,
a7Rjq,3r1rk1/p1q2ppp/2p1p3/1pb1n3/5B2/2P2bPP/PPN2PBK/R3QR2 b - - 4 18,c5d6 f4e5 d6e5 g2f3,1221,87,83,64,advantage capturingDefender middlegame short,https://lichess.org/jdiHgJxV/black#36,Caro-Kann_Defense Caro-Kann_Defense_Breyer_Variation
a7RmD,8/pp1k2p1/2p4p/2P1p3/1P2P1KP/P4P2/8/8 b - - 1 35,g7g6 h4h5 g6g5 g4f5,1325,85,67,54,crushing endgame pawnEndgame short,https://lichess.org/1GpDSrzV/black#70,
a7Roo,8/1p6/2p1nkp1/2Pp3p/1P3Pb1/6P1/3K3P/5BN1 b - - 2 33,f6f5 h2h3 f5f6 h3g4,1789,72,94,12908,advantage endgame master short trappedPiece,https://lichess.org/92nTJvxU/black#66,
a7Rp9,r4b1r/ppn1k2p/2p1pp2/3p4/3N1P2/2PP4/1P4PP/1K2R1NR b - - 0 19,f8h6 d4f5 e7f7 f5h6 f7g6 h6g4,1614,75,95,12994,advantage long middlegame pin,https://lichess.org/rWgxjl8r/black#38,Duras_Gambit Duras_Gambit_Other_variations
a7RtO,2rr2k1/5ppb/4p2p/nqNpP3/3P4/P4N1P/5PP1/2RQ1RK1 w - - 0 26,d1a4 c8c5 a4b5 c5b5,1696,75,95,4903,crushing middlegame short,https://lichess.org/Bg82umsp#51,
a7RtR,r1bq2k1/pp4pp/3p1p2/4n1N1/2P2P2/2Q5/PB4PP/4R1K1 b - - 0 19,e5g4 c3a5 c8e6 a5d8 a8d8 g5e6,2840,102,87,543,crushing long middlegame,https://lichess.org/tgXiiBEY/black#38,English_Opening English_Opening_Symmetrical_Variation
a7Rwf,6k1/p1p2pbp/2B3p1/2Pp3q/Q2P1n2/P1N2P2/1B3P1P/6RK w - - 5 24,b2c1 h5f3 g1g2 f3g2,1192,75,96,4726,fork mate mateIn2 middlegame short,https://lichess.org/5F3tPBPW#47,
a7S0A,r1bqk3/p4p2/2p5/2p1p3/3bQ1p1/6N1/PPPP3r/R1B2R1K w q - 0 19,h1h2 d8h4 h2g2 h4h3,997,75,86,175,mate mateIn2 middlegame short,https://lichess.org/wjlGssk0#37,
a7S43,r2q1rk1/pbpn1ppp/1p2p3/8/1b1P1P2/2NB1N2/PPP2QPP/R4RK1 w - - 4 13,d3h7 g8h7 f3g5 h7g8 f2h4 d7f6,2017,82,91,4832,advantage defensiveMove hangingPiece long master middlegame,https://lichess.org/9vY9Audb#25,Blackmar-Diemer_Gambit_Declined Blackmar-Diemer_Gambit_Declined_Langeheinecke_Defense
a7S4A,1r6/7k/6Rp/2PK2pP/3P2P1/1p4P1/8/8 w - - 0 76,c5c6 b3b2 c6c7 b2b1q c7b8q b1b8,1914,76,48,109,advancedPawn advantage endgame long promotion rookEndgame,https://lichess.org/JOkxG7Ys#151,
a7SI8,8/p7/1p3p2/3p1k1p/P6P/1PP1K3/5P2/8 w - - 1 35,e3d4 f5g4 b3b4 g4h4,1672,78,94,12604,advantage endgame master pawnEndgame short,https://lichess.org/eTD8FOzz#69,
a7SKa,8/2p4p/2p2k2/p1P2P2/P5KP/8/8/8 w - - 0 31,g4h5 f6f5 h5h6 f5g4 h4h5 g4h4 h6h7 h4h5,1423,76,94,826,crushing endgame pawnEndgame veryLong,https://lichess.org/cAuRH9ZH#61,
a7SVG,8/p5k1/5p2/r7/8/6B1/1KB2P1P/8 w - - 1 56,g3b8 a5b5 b2c3 b5b8,872,93,94,262,advantage endgame fork short,https://lichess.org/r6z9Hyxy#111,
a7ScN,rn2kb1r/1p2pppp/p2q1n2/3pN3/Q2p1B2/N1P5/PP3PPP/R3K2R b KQkq - 1 11,b7b5 a3b5 a6b5 a4a8,1389,75,82,262,advantage middlegame short,https://lichess.org/WwOe2kQN/black#22,Sicilian_Defense Sicilian_Defense_Alapin_Variation
a7SnI,1r1q1rk1/p3bppp/5n2/2p2QB1/3p4/2N5/PPP2PPP/1R2R1K1 w - - 0 16,e1e7 d8e7 c3d5 e7e6 f5e6 f7e6,2208,79,89,458,advantage hangingPiece long middlegame,https://lichess.org/NPZReRXl#31,Scotch_Game Scotch_Game_Schmidt_Variation
a7Snh,4rbk1/2p5/2b3pp/4p3/1pPpNp2/1P1P1N2/5PPP/R5K1 b - - 5 33,g6g5 e4f6 g8f7 f6e8,946,89,60,59,advantage endgame fork master short,https://lichess.org/pWdrVOfQ/black#66,
a7Sp4,r2qk2r/pQpb1ppp/2nb1n2/8/3p4/2NP1NP1/PP2PPBP/R1B1K2R w KQkq - 1 10,c3d1 a8b8 b7a6 c6b4,2259,79,82,312,crushing opening short,https://lichess.org/KjN0lqXa#19,English_Opening English_Opening_Anglo-Indian_Defense
a7SpV,2r3k1/pp1q1p2/5p1p/2bp4/5P2/2PQr2P/PP1N2P1/R4R1K w - - 4 23,d3c2 e3h3 g2h3 d7h3,975,83,92,293,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/xNqH6FFS#45,
a7St5,2r1r1k1/3b2p1/4p2p/3pb3/1PqN1PP1/8/1P1Q3P/4RR1K w - - 0 26,e1e5 c4f1,799,99,93,241,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/lMmcwcit#51,
a7Sw2,8/4R3/8/3pk3/5r2/4K3/8/8 b - - 1 54,e5f5 e7f7 f5e5 f7f4,707,83,95,1479,crushing endgame master rookEndgame short,https://lichess.org/j4xbhfoD/black#108,
a7SxS,1r4k1/Q4ppp/8/2p5/2p1q3/8/1P4PP/5R1K b - - 1 25,b8e8 a7f7 g8h8 f7f8 e8f8 f1f8,1082,75,98,5004,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/RbVCcVQa/black#50,
a7Sxg,6k1/5p1p/1Q1Nq1pb/2K5/3P4/7P/8/8 b - - 6 40,h6e3 b6d8 g8g7 d6e8,1290,77,82,433,crushing endgame short,https://lichess.org/2RsxySmZ/black#80,
a7T0O,rq3rk1/1pb2ppp/2p2n2/p1Pp4/3Pnp2/PP2PN2/1BQ1BPPP/R4RK1 w - - 0 16,b2c1 f4e3 c1e3 f6g4,1791,75,57,183,advantage middlegame short,https://lichess.org/AxDFALUH#31,Queens_Pawn_Game Queens_Pawn_Game_Colle_System
a7T3u,2r2rk1/pp6/3p1p2/4pP1Q/3p3P/P2P1Rq1/1PP3B1/6K1 b - - 0 26,g3e1 g1h2 f8f7 f3g3 e1g3 h2g3,2025,103,79,31,crushing defensiveMove endgame exposedKing long,https://lichess.org/RlBczSYm/black#52,
a7T4o,8/5pk1/2p1qnp1/1p1p4/p2P1n1p/P1P5/1PB2PPP/4QNK1 w - - 1 26,e1d2 f4e2 g1h1 f6g4 h2h3 g4f2,2376,90,90,3438,crushing endgame kingsideAttack long master,https://lichess.org/MnqwHFM0#51,
a7T8M,3r1r2/4p2k/1p1q4/p1nPR1Qp/6P1/1P6/P4P1P/3R2K1 b - - 0 31,d6g6 e5e7 f8f7 e7f7 g6f7 g5d8,1576,76,95,17767,crushing exposedKing long middlegame,https://lichess.org/PCDKqGks/black#62,
a7T8s,2r3k1/5pp1/p2Rb2p/1p2P3/1q6/4P2P/1PB3P1/3Q2K1 b - - 6 32,b4b2 d6d8 c8d8 d1d8,797,90,50,37,endgame mate mateIn2 short,https://lichess.org/3A1NJRCL/black#64,
a7T8w,r2q1rk1/pb5p/1p3bB1/2p5/8/2P1P3/PPQN1P2/R3K1R1 b Q - 0 17,h7g6 c2g6 f6g7 g6g7,884,91,91,166,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/0fnDjGiz/black#34,Modern_Defense Modern_Defense_Other_variations
a7T8y,8/8/3p4/3Qp3/8/2P1k2K/Prr5/8 w - - 2 48,d5d6 c2h2 h3g4 b2g2 g4f5 h2h5 f5f6 h5h6,1286,357,67,1,crushing endgame exposedKing master queenRookEndgame veryLong,https://lichess.org/MeWnJboa#95,
a7TBm,5rk1/4pp1p/6p1/qp1Q1b2/p7/P6P/BR1b1PP1/5RK1 b - - 1 23,f5e6 d5d2 a5d2 b2d2,1090,191,88,6,crushing master masterVsMaster middlegame short,https://lichess.org/6xEsAYCM/black#46,
a7TF8,5kr1/1ppq2bR/p2p2Q1/4pr2/8/N1P5/PP3P2/2K3R1 b - - 7 24,f5f6 g6f6 g7f6 g1g8 f8g8 h7d7,1915,75,95,6206,crushing discoveredAttack exposedKing long middlegame,https://lichess.org/yLrJilwl/black#48,
a7THK,r3r1k1/pp3pBp/8/2bp4/3p1q2/PB4NP/1PP2PP1/R4RK1 b - - 0 20,g8g7 g3h5 g7f8 h5f4,1051,91,71,43,crushing fork middlegame short,https://lichess.org/P9JiwrZt/black#40,
a7TJV,5qr1/3b2pk/4p1Rb/1p1p3P/p1pP1P2/P1P2B2/1PK4Q/7R w - - 1 67,h1f1 f8f5 c2c1 h6f4 h2f4 f5f4,1613,74,94,525,advantage fork long middlegame,https://lichess.org/Lwp3YLTO#133,
a7TM0,2kr2r1/pp3p2/2pp3R/8/1b1Pq3/1B4B1/PP3PK1/R2Q4 w - - 0 25,g2g1 g8g3 f2g3 e4e3 g1g2 e3h6,1793,112,100,25,advantage fork long middlegame sacrifice,https://lichess.org/vP8lwE2V#49,
a7TOu,5r1k/p5q1/2p1B3/B1PpPp2/3Pn2p/PQ2P3/6PK/1R6 w - - 3 31,b3b7 g7g3 h2h1 e4f2,1069,75,97,1453,crushing middlegame short,https://lichess.org/CgMtZ1ai#61,
a7TYn,8/8/8/pp6/3K4/1k2N2p/7P/8 w - - 0 43,e3f1 a5a4 f1d2 b3c2 d2e4 a4a3,2374,78,93,584,crushing defensiveMove endgame knightEndgame long quietMove,https://lichess.org/Gh9qtaP4#85,
a7Tim,r2r4/p6k/1p6/4K3/2P2Q2/3B3q/PP3P2/6R1 b - - 4 35,h7h8 f4f6,857,85,96,633,endgame mate mateIn1 oneMove,https://lichess.org/fwlVusTQ/black#70,
a7TkY,5rk1/6p1/pq2p2p/1b2P1p1/1p1PN3/P3Q3/1PR3PP/2R2rK1 w - - 6 29,c1f1 f8f1,1212,83,92,64,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/0IzMYY7g#57,
a7Tlr,8/2R2kpp/p4p2/5P2/1B6/8/r7/5K2 b - - 2 38,f7g8 c7c8 g8f7 c8f8,1158,76,89,222,endgame mate mateIn2 short,https://lichess.org/3Q87wUN1/black#76,
a7TmV,6rk/p7/1b2Q2p/5R2/4p3/8/2R3P1/q6K w - - 3 44,h1h2 a1g1 h2h3 g1h1,1650,74,76,316,endgame mate mateIn2 short,https://lichess.org/YbIlicuL#87,
a7Ty7,r3r1k1/p1p2ppp/b1p2q2/8/2Nb2Q1/8/PPPP1PPP/R1B2RK1 w - - 3 14,d2d3 f6f2 f1f2 e8e1,1803,81,70,71,kingsideAttack mate mateIn2 middlegame pin sacrifice short,https://lichess.org/M1vNGPVw#27,Four_Knights_Game Four_Knights_Game_Italian_Variation
a7U0i,r1bqk1nr/1ppp1ppp/p7/2b1p3/B2nP3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 6,c1g5 d4f3 d1f3 d8g5,1312,77,87,66,advantage opening short,https://lichess.org/Z5tuxk4O#11,Ruy_Lopez Ruy_Lopez_Morphy_Defense
a7U9R,r1bqkb1r/pppp1pp1/4n3/3BP1p1/3Q4/8/PPP3PP/RNB2RK1 b kq - 0 11,e6d4 d5f7 e8e7 c1g5,968,78,90,1396,attackingF2F7 interference mate mateIn2 opening short,https://lichess.org/37608mxZ/black#22,Italian_Game Italian_Game_Two_Knights_Defense
a7UAE,8/4Q1b1/1p4pk/1pp1p3/4P1P1/1PPq3P/5R1K/r7 b - - 0 38,d3d1 e7h4,1056,77,90,561,endgame master mate mateIn1 oneMove,https://lichess.org/TFB2A32Q/black#76,
a7UBt,r1bq1b1r/1p1pkppp/p1nNp1n1/4P3/2Pp4/1P3N2/PB3PPP/R2QKB1R w KQ - 0 11,f3d4 d8a5 d1d2 a5e5 f1e2 e5d6,1934,76,95,15682,advantage fork long opening,https://lichess.org/XQLA4R9R#21,English_Opening English_Opening_Anglo-Indian_Defense
a7UGe,8/8/3p4/p1pP1K2/P1P4p/6k1/6P1/8 w - - 0 47,f5e6 g3g2 e6d6 h4h3 d6c7 h3h2 d5d6 h2h1q,896,90,93,258,advancedPawn crushing endgame pawnEndgame promotion veryLong,https://lichess.org/VBThDjBa#93,
a7UIM,2r3k1/8/1pr1p2p/p1PpP1p1/PP6/5pPP/5P1K/1RR5 b - - 1 31,h6h5 c5b6 c6c1 b1c1 c8c1 b6b7,1938,75,95,2890,advancedPawn crushing endgame long rookEndgame sacrifice,https://lichess.org/Y8eeNLFM/black#62,
a7USy,R7/5ppk/1p1B1r1p/4K3/4P3/5rP1/8/3R4 w - - 2 40,d1g1 f6e6 e5d4 e6d6,1247,99,67,15,crushing deflection endgame short,https://lichess.org/UGoegNtK#79,
a7UWV,8/8/8/p1k1p1p1/2Pp4/3P1PP1/2K5/8 w - - 0 40,c2b3 g5g4 f3g4 e5e4 g4g5 a5a4,2684,95,92,673,advantage endgame long pawnEndgame,https://lichess.org/vJK868Sb#79,
a7UbZ,8/7p/6pk/P7/8/1P3pQ1/2P1q2P/1K6 w - - 2 39,a5a6 f3f2 g3h4 h6g7,1726,75,96,138,advancedPawn crushing endgame queenEndgame short,https://lichess.org/wLuaX1LB#77,
a7UdL,2k5/R2n2Rp/3p4/3P4/4PK2/3r1P2/2r5/8 b - - 11 62,c2f2 g7g8 d7f8 g8f8,1069,79,90,1589,endgame mate mateIn2 short,https://lichess.org/JWujt3wa/black#124,
a7Ufp,8/8/4k3/1pB5/1P3pK1/4p3/4R3/5r2 w - - 2 54,c5b6 e6e5 b6e3 f4e3 e2e3 e5d4,2158,84,100,43,advantage endgame long,https://lichess.org/FFsG3sMO#107,
a7Ugm,3rr1k1/ppp4p/2n1bqpB/3B1p2/8/2P1Q3/P1P2PPP/3RR1K1 b - - 2 19,e6d5 e3e8 d8e8 e1e8 g8f7 e8f8,1198,79,94,389,crushing kingsideAttack long middlegame,https://lichess.org/3eFO6uym/black#38,
a7UnB,1rb4b/3p1k2/2q1ppp1/4n1P1/1p2P3/1B2BP2/NPP2Q2/2KR4 w - - 0 24,d1h1 e5d3 c1b1 d3f2,1070,82,81,55,crushing middlegame pin short,https://lichess.org/sevhNGNU#47,
a7Usi,3r4/pb3pk1/1p3b2/n4B2/3q4/B1p4Q/P5PP/4R2K b - - 0 26,f6g5 h3h7 g7f6 a3e7,1616,74,91,1390,master mate mateIn2 middlegame short,https://lichess.org/KtAttIOX/black#52,
a7UuT,8/1pk5/p7/2K1b1r1/3P4/P6B/1PP2p1P/2R5 w - - 0 35,d4e5 g5e5 c5c4 e5e1 c4d3 e1c1,1818,74,95,3937,crushing endgame long master,https://lichess.org/LCnKy8IU#69,
a7Uvs,r4rk1/ppp3pp/1n6/3Pqp2/2P5/P2Q4/5P2/1RB2KR1 b - - 1 24,a8e8 c1b2 e5b2 b1b2,1549,75,93,1684,crushing middlegame short,https://lichess.org/NUqz1HzZ/black#48,
a7Uxa,r1bq1rk1/pp1p1pp1/4p2p/8/3Q4/3B4/P1P2PPP/1R3RK1 b - - 2 14,b7b6 d4e4 f7f5 e4a8,1295,124,67,12,advantage middlegame short,https://lichess.org/PZcpIXIQ/black#28,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
a7V6G,3q1rk1/p3b1pp/b3p3/5p2/3PBn2/5Q2/PPP2PPP/2KR2NR w - - 0 15,f3f4 e7g5 g1h3 g5f4,1259,83,79,48,advantage middlegame pin short,https://lichess.org/qmSCAp0J#29,French_Defense French_Defense_Rubinstein_Variation
a7V7J,r4rk1/2p3p1/p1pp3p/5p2/3Np2q/P1NPP3/1PP2K2/R2Q2R1 w - - 2 18,f2e2 h4h2 e2e1 h2g1,1419,84,87,67,advantage interference middlegame short,https://lichess.org/KY8HqLq3#35,Italian_Game Italian_Game_Giuoco_Pianissimo
a7VAE,6k1/5ppp/4p3/pqrp3b/8/1P3PP1/P2QP2P/2R2BK1 b - - 1 27,b5b4 d2b4 a5b4 c1c5,1016,96,86,82,capturingDefender crushing endgame short,https://lichess.org/rxJuEWP8/black#54,
a7VAV,r3qrk1/1pp3pQ/pb2b3/4n1B1/1R2N3/3B4/PPP3PP/2K4R b - - 0 18,g8h7 e4f6 h7h8 b4h4 e8h5 h4h5,1968,73,93,7651,doubleCheck long mate mateIn3 middlegame,https://lichess.org/lnCYzxEQ/black#36,Nimzowitsch_Defense Nimzowitsch_Defense_Colorado_Countergambit
a7VLc,3q4/5p1k/p2P1prp/1p2nQ2/2p1PRPP/P7/1P5K/1B6 b - - 0 37,d8d7 f5d7 e5d7 e4e5,1820,76,95,12544,crushing endgame pin short,https://lichess.org/4RZrqBLs/black#74,
a7VMa,kr2r3/ppQ2R2/2p5/P2p3p/3P2b1/1P6/1B4PP/2q4K w - - 0 27,b2c1 e8e1 f7f1 e1f1,614,87,83,100,backRankMate endgame fork mate mateIn2 short,https://lichess.org/2GzOdKUz#53,
a7VTk,8/8/2p5/p2p2k1/1p1Pp1P1/1PP1P2K/P7/8 w - - 0 41,c3c4 d5c4 b3c4 a5a4 d4d5 c6d5 c4c5 b4b3,1550,75,100,195,crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/MBiXLHeF#81,
